Patient	Tissue	Barcoding.emulsion	Library	Barcode	Total.counts	Percent.counts.from.mitochondrial.genes	Most.likely.LM22.cell.type	Major.cell.type	Minor.subset	used_in_NSCLC_all_cells	x_NSCLC_all_cells	y_NSCLC_all_cells	used_in_NSCLC_and_blood_immune	x_NSCLC_and_blood_immune	y_NSCLC_and_blood_immune	used_in_NSCLC_immune	x_NSCLC_immune	y_NSCLC_immune	used_in_NSCLC_non_immune	x_NSCLC_non_immune	y_NSCLC_non_immune	used_in_blood	x_blood	y_blood	cellID	cellID_new	sizeFactor	UMAP1	UMAP2	clust	CCL5
p1	tumor	p1t	p1t3	bcFSIB	1382	3.97973950795948	NK cells resting	tNK cells	tNK1	True	-128.560268666754	-404.545799825626	True	370.10277410839	-1026.95855809895	True	465.604772132157	777.846641052149	False	NA	NA	False	NA	NA	12947	85	1.14269690269911	1.86349817891968	-0.899888224211291	4	2.56687181552965
p1	tumor	p1t	p1t3	bcFTUL	1368	5.11695906432749	NK cells resting	tNK cells	tNK1	True	-71.2365043131154	-590.161365757132	True	4.24466152158633	-918.312993723971	True	209.953053879943	922.105652491566	False	NA	NA	False	NA	NA	12773	86	1.15011562894757	0.588175980051884	2.78655114093725	3	1.79567183104372
p1	tumor	p1t	p1t2	bcCLTJ	1995	6.76691729323308	Eosinophils	tNK cells	tNK1	True	-73.0879556825332	-432.892389236036	True	380.298923130443	-1030.94086248511	True	391.2156796825	756.952904145645	False	NA	NA	False	NA	NA	12246	87	1.07898059117949	0.70689853807343	3.46379127422278	3	0
p1	tumor	p1t	p1t2	bcGYRE	828	7.36714975845411	T cells CD8	tNK cells	tNK1	True	-49.9182671076783	-200.570417985278	True	422.678653308714	-1167.01619280341	True	401.984786087394	780.323461081694	False	NA	NA	False	NA	NA	11925	88	0.867290392380941	-1.41861602882492	-0.123400516119555	2	2.6815684942292
p1	tumor	p1t	p1t2	bcHICX	2318	3.10612597066437	NK cells resting	tNK cells	tNK2	True	-160.576667611772	-479.191639712557	True	365.477529473815	-942.469851074015	True	443.548088425633	899.682621857518	False	NA	NA	False	NA	NA	11144	89	1.17024685226042	1.59623953481568	-1.31332991203363	4	1.95133111740111
p1	tumor	p1t	p1t2	bcHCOV	1112	5.57553956834532	NK cells resting	tNK cells	tNK1	True	-63.2255597117031	-656.183348291008	True	-171.807636348521	-895.328702583349	True	193.149533631511	937.665136642006	False	NA	NA	False	NA	NA	10757	90	1.09824584623037	0.794937936266789	3.04379191318457	3	0
p1	tumor	p1t	p1t1	bcHFZW	1862	8.10955961331901	NK cells activated	tNK cells	tNK1	True	-81.4404964834525	-417.111256456227	True	354.883483804934	-1028.51255099854	True	415.252984122105	790.255181962649	False	NA	NA	False	NA	NA	8631	91	1.03621134012624	0.918867079218754	-1.24491307815607	4	0
p7	tumor	p7t	p7t1	bcAEKJ	367	5.44959128065395	NK cells resting	tNK cells	tNK1	True	-73.8713529440399	-349.708879732103	True	440.289314920213	-1150.38253772114	True	481.202464937634	720.446347228397	False	NA	NA	False	NA	NA	50608	92	0.988260384871388	0.861173359354863	2.70746936717932	3	0
p3	tumor	p3t	p3t2	bcBKSV	1003	9.57128614157527	NK cells resting	tNK cells	tNK1	True	-4.13397460112086	-195.245405042198	True	411.917694249893	-1143.2066837996	True	506.146499326645	727.861459234527	False	NA	NA	False	NA	NA	25394	93	1.15623444729763	0.735109058817753	0.543153905066892	4	2.12215193798901
p1	tumor	p1t	p1t2	bcEUXY	2959	4.90030415680973	NK cells activated	tNK cells	tNK2	True	-143.273187129881	-421.184759225198	True	393.658603158795	-987.393532441902	True	489.165803725669	830.053349031657	False	NA	NA	False	NA	NA	11706	94	1.12347197185246	1.48057791372193	-1.64356777748163	4	1.73971494283339
p3	tumor	p3t	p3t2	bcGZEJ	2494	5.49318364073777	T cells CD8	tNK cells	tNK2	True	-145.165531333251	-407.072497632634	True	429.529694384605	-983.93868875618	True	499.152697571125	830.096408527815	False	NA	NA	False	NA	NA	26754	95	1.11745068307603	0.777004329165349	-3.30933151325281	1	3.22845508523548
p4	tumor	p4t	p4t1	bcGDWB	1125	13.2444444444444	NK cells resting	tNK cells	tNK2	True	-160.677908259332	-450.964967788296	True	381.762856011939	-956.81754086077	True	486.014747885444	874.997146105469	False	NA	NA	False	NA	NA	32513	96	0.988914149075592	1.03053030153168	-1.64146456798609	4	3.72625192603252
p7	tumor	p7t	p7t2	bcAWLQ	1495	5.21739130434783	NK cells resting	tNK cells	tNK1	True	-135.382403729386	-455.241469129915	True	342.475460866898	-987.826736077352	True	399.499762630311	853.698995746546	False	NA	NA	False	NA	NA	53532	97	1.05475790269581	1.50601979871643	-0.49293250521715	4	3.44163066736716
p7	tumor	p7t	p7t2	bcFPVU	1240	6.61290322580645	NK cells resting	tNK cells	tNK2	True	-139.91807229003	-401.320872356198	True	381.391872509379	-975.15538792885	True	479.207538187539	860.983502936792	False	NA	NA	False	NA	NA	53442	98	1.17527411908122	1.91788598676575	-0.310346818771914	4	2.93948417589799
p7	tumor	p7t	p7t2	bcAPNS	1442	14.8404993065187	NK cells resting	tNK cells	tNK2	True	-141.132746905383	-512.115775050901	True	354.399529270604	-976.892709978693	True	423.565410936521	902.56986509457	False	NA	NA	False	NA	NA	52041	99	1.07577376648437	0.455214349230656	-1.41800508579309	4	2.86144572640466
p7	tumor	p7t	p7t1	bcGVKK	317	7.57097791798107	T cells CD4 memory resting	tNK cells	tNK2	True	-172.586136486419	-330.287912624146	True	511.132017910791	-998.288218670866	True	636.178334627688	824.959840341277	False	NA	NA	False	NA	NA	50730	100	1.04445208664103	2.09155556341065	-0.102228052225665	1	3.67196675816137
p7	tumor	p7t	p7t1	bcAUFR	2046	10.752688172043	NK cells resting	tNK cells	tNK2	True	-173.761957608009	-526.428595456061	True	347.213966258442	-930.796255425607	True	431.132829810236	929.312359546744	False	NA	NA	False	NA	NA	49479	101	0.943406820133158	1.2214309849347	-2.61564264377649	1	3.3315024034002
p6	tumor	p6t	p6t2	bcELGV	951	11.1461619348055	NK cells resting	tNK cells	tNK1	True	-84.9569272590145	-467.470143982484	True	364.413391620474	-1069.64887047356	True	424.151246459602	765.376667477584	False	NA	NA	False	NA	NA	46583	102	1.01360097264162	0.55405041356934	-0.929562128391818	4	0
p6	tumor	p6t	p6t2	bcFQXQ	924	13.3116883116883	NK cells activated	tNK cells	tNK2	True	-161.595414336135	-436.451407754766	True	394.304771250123	-980.226259088857	True	488.39284989636	823.884528173666	False	NA	NA	False	NA	NA	46190	103	1.00011913228725	-0.116458000937572	-1.55488309940393	2	0
p6	tumor	p6t	p6t2	bcHBDZ	589	13.5823429541596	NK cells resting	tNK cells	tNK1	True	-114.385220079802	-344.717228575468	True	408.532602380639	-1091.72466611766	True	480.612424558068	767.346358428115	False	NA	NA	False	NA	NA	46143	104	1.08107318982821	0.450974432429204	-0.968904233780459	4	2.01926208577687
p6	tumor	p6t	p6t1	bcEIOO	1080	11.6666666666667	T cells CD8	tNK cells	tNK1	True	28.5993846467248	-214.895832708058	True	534.960148670603	-1317.04931030828	True	561.687500395166	644.8814718993	False	NA	NA	False	NA	NA	44841	105	0.879209115959375	-1.49885645727264	-0.301273650732592	2	0
p6	tumor	p6t	p6t1	bcHHMD	1034	9.38104448742747	NK cells resting	tNK cells	tNK1	True	-80.5013515106111	-491.448140206789	True	170.422832207055	-949.076380675842	True	320.444423827733	846.942948807446	False	NA	NA	False	NA	NA	44786	106	1.03712897982736	-0.289227383533588	3.70139613071386	3	2.20990781273051
p6	tumor	p6t	p6t1	bcDCQR	1740	8.79310344827586	NK cells resting	tNK cells	tNK1	True	-131.684901946407	-441.438489186068	True	405.056363420447	-1013.51828197142	True	448.726214457266	829.820688441106	False	NA	NA	False	NA	NA	43983	107	0.951381429817635	0.269077567061314	-1.61550412258203	4	1.12077148115269
p5	tumor	p5t	p5t2	bcHUKE	831	6.37785800240674	T cells CD8	tNK cells	tNK1	True	-104.776305588188	-354.469078866033	True	202.050012883461	-1104.22665901686	True	436.776590253149	745.359113405812	False	NA	NA	False	NA	NA	41289	108	1.03280896370051	-0.826857360402217	-0.209585524406985	2	2.46759685884633
p5	tumor	p5t	p5t2	bcGYFJ	927	9.277238403452	T cells CD4 memory resting	tNK cells	tNK1	True	-124.081549004944	-208.355832662794	True	593.600490533761	-1309.81838176023	True	666.988625521019	633.536657158774	False	NA	NA	False	NA	NA	41165	109	1.01336396217841	-0.296135323444477	-0.190230853167132	2	2.36174246359049
p4	tumor	p4t	p4t3	bcDAGP	1811	8.83489784649365	T cells CD4 memory resting	tNK cells	tNK1	True	-129.70719949294	-245.728465737963	True	502.124489186804	-1064.74990751557	True	618.884696567664	697.188541675068	False	NA	NA	False	NA	NA	37098	110	0.948442192082091	-1.48199239591705	-0.948958046045855	2	1.70671044620678
p4	tumor	p4t	p4t3	bcEYFF	2063	7.1255453223461	T cells regulatory (Tregs)	tNK cells	tNK1	True	-55.844028874022	66.4527313080848	True	545.03693676255	-1149.14311351328	True	622.335943268736	466.264546396037	False	NA	NA	False	NA	NA	36736	111	1.01064466368245	0.79713222165955	-0.780928916540698	4	0
p4	tumor	p4t	p4t3	bcFBRY	1431	9.22431865828092	T cells CD8	tNK cells	tNK1	True	-74.1368521112365	-278.522669556818	True	79.4315403198559	-1058.76835898291	True	464.947823777401	716.4378897817	False	NA	NA	False	NA	NA	36438	112	0.983883846794482	-1.35826817373382	0.254904293212339	2	1.25162294597105
p4	tumor	p4t	p4t1	bcALEG	1322	9.15279878971256	NK cells resting	tNK cells	tNK1	True	-69.7345113195207	-659.151631004819	True	-364.830301704621	-924.167620438979	True	129.916088779815	980.672302081229	False	NA	NA	False	NA	NA	33244	113	0.93293510267306	-0.255569653907886	3.73765816608374	3	2.51848874539904
p3	tumor	p3t	p3t3	bcDGKI	983	16.1749745676501	T cells CD8	tNK cells	tNK1	True	-125.208955096013	-234.557868398298	True	576.464993480235	-1298.94460539318	True	598.956260787866	632.951366481677	False	NA	NA	False	NA	NA	31541	114	0.801483742364006	-1.56240394929992	-1.08244488319452	2	0
p3	tumor	p3t	p3t3	bcGKOM	1600	10.6875	T cells CD8	tNK cells	tNK2	True	-162.345232715272	-437.800769383903	True	414.394783444537	-960.696113060389	True	480.451054899614	865.907230351713	False	NA	NA	False	NA	NA	31376	115	0.919561616966233	1.05115601201905	-3.14030203899439	1	2.65224806528673
p3	tumor	p3t	p3t3	bcGBWB	1543	8.23071937783538	T cells CD4 memory resting	tNK cells	tNK1	True	-56.3689097249947	118.070162268402	True	604.590074347736	-1119.15034610874	True	632.090169951835	589.995651637317	False	NA	NA	False	NA	NA	30904	116	0.919610473990862	-0.477307083407512	-2.89965782245691	1	0
p3	tumor	p3t	p3t3	bcHQWE	2203	10.9396277802996	T cells CD4 memory resting	tNK cells	tNK2	True	-133.906009300405	-348.881525467435	True	459.28413423973	-995.081555446931	True	529.865503852138	802.639941515329	False	NA	NA	False	NA	NA	30356	117	1.05970291889208	0.194429484804997	-3.07894096454676	1	0.874149764702958
p3	tumor	p3t	p3t3	bcFVDF	2314	7.60587726879862	NK cells activated	tNK cells	tNK2	True	-165.050945288722	-495.988397811044	True	400.179568880303	-972.676131194862	True	471.424277021893	881.159294095922	False	NA	NA	False	NA	NA	30318	118	1.01407854785291	1.05419608732117	-3.15831599315699	1	2.36267967062685
p3	tumor	p3t	p3t3	bcFFXN	2162	8.88066604995375	T cells CD4 memory resting	tNK cells	tNK1	True	-102.049108652493	-286.670225351965	True	502.278099617957	-1186.05445780781	True	542.456271466297	445.51626447815	False	NA	NA	False	NA	NA	30033	119	0.89245108453362	0.18110701223267	-3.23264155468042	1	2.33087962789398
p3	tumor	p3t	p3t3	bcEAWB	422	9.71563981042654	T cells CD8	tNK cells	tNK1	True	-98.3378847189919	-370.423792174136	True	396.020085798306	-1014.7239876404	True	395.646095128193	863.888152289505	False	NA	NA	False	NA	NA	30024	120	0.927942306766034	-1.03262105802642	-2.14637742122705	2	0
p3	tumor	p3t	p3t3	bcDZRG	933	8.03858520900322	NK cells resting	tNK cells	tNK1	True	-68.0996298929515	-632.957548104616	True	242.758127788412	-976.252409760192	True	201.796330334663	928.987757175617	False	NA	NA	False	NA	NA	29868	121	0.92021495723034	-1.05557736972915	2.57689466396277	3	0
p3	tumor	p3t	p3t3	bcEPCC	1441	6.17626648160999	T cells CD8	tNK cells	tNK1	True	-92.6221457803418	-354.932052920174	True	388.474957033193	-1045.32177788305	True	448.644980892792	745.773200972328	False	NA	NA	False	NA	NA	29536	122	1.13950332664993	-0.429735098356476	0.239064597281858	4	2.18669387439259
p3	tumor	p3t	p3t3	bcDCGM	1208	7.0364238410596	NK cells resting	tNK cells	tNK1	True	-121.03364616087	-456.275184385255	True	368.204609623927	-1032.07153961693	True	419.704963907582	844.674341287963	False	NA	NA	False	NA	NA	29463	123	1.15887360057414	1.10920104165925	-0.691052682009295	4	0
p3	tumor	p3t	p3t3	bcHWLY	1805	11.8559556786704	T cells follicular helper	tNK cells	tNK2	True	-142.241568770972	-378.245441386797	True	416.501775039635	-1015.98837487954	True	495.469446619829	809.501783456683	False	NA	NA	False	NA	NA	29310	124	1.10647969981298	0.835886565646061	-1.36743853172357	1	1.55935513905443
p3	tumor	p3t	p3t3	bcGGBA	607	7.41350906095552	T cells CD4 memory resting	tNK cells	tNK2	True	468.533883688361	442.064508922265	True	815.715614587125	-1692.97203315076	True	491.230436802083	818.44851960688	False	NA	NA	False	NA	NA	29216	125	0.728277225761969	-1.09376558879959	-2.14951584419306	2	0
p3	tumor	p3t	p3t3	bcABEF	1059	7.93201133144476	T cells CD4 memory resting	tNK cells	tNK1	True	-84.5883976105564	-360.576526212249	True	353.405335232645	-1033.94457946934	True	473.669088092241	778.691152260841	False	NA	NA	False	NA	NA	28706	126	1.06235465217535	0.254296449622044	-1.32597664674814	4	0
p3	tumor	p3t	p3t2	bcGJLI	1435	12.4738675958188	T cells follicular helper	tNK cells	tNK1	True	-111.85545393506	-174.994318880332	True	444.678606278484	-1055.01944427675	True	665.974100151278	562.607231242899	False	NA	NA	False	NA	NA	27996	127	1.05973653542632	0.997549621065983	-0.294813490715579	4	0
p3	tumor	p3t	p3t2	bcHYRK	2000	8.95	T cells CD4 memory resting	tNK cells	tNK1	True	-73.9798638258409	-39.5535783341385	True	868.739998494007	-1468.15383167643	True	671.89079951006	483.302215305762	False	NA	NA	False	NA	NA	27125	128	1.03685067085552	-0.585291000405422	-2.79134974559839	1	0
p3	tumor	p3t	p3t2	bcFJQQ	1281	6.71350507416081	NK cells resting	tNK cells	tNK1	True	-65.7779506281124	-621.646120227719	True	171.785443468153	-948.216655497462	True	208.11971246058	922.016130379181	False	NA	NA	False	NA	NA	26693	129	1.16825253259864	0.42545595546616	2.75163807788794	3	0
p3	tumor	p3t	p3t2	bcHUNO	1043	9.49185043144775	T cells CD8	tNK cells	tNK1	True	-42.4450672494944	-174.434260131809	True	477.989177142554	-1168.64009999004	True	621.976470478156	640.559397789827	False	NA	NA	False	NA	NA	26529	130	0.979287983742179	-0.297146441737285	0.322864197883054	2	3.63488732195638
p3	tumor	p3t	p3t2	bcHESU	1106	8.31826401446655	NK cells resting	tNK cells	tNK1	True	-65.9690623434525	-645.727045379131	True	99.52015704156	-930.832371510325	True	168.3732926939	953.535838342473	False	NA	NA	False	NA	NA	26164	131	0.929523247890284	-0.969517680207363	3.06349339405005	3	0
p3	tumor	p3t	p3t2	bcBVBT	1249	8.72698158526821	NK cells resting	tNK cells	tNK1	True	-59.3409507783111	-637.602729826481	True	122.573273925384	-936.718603675404	True	183.235249958033	942.740925322758	False	NA	NA	False	NA	NA	26160	132	1.14398489706384	-0.313719259897342	3.03370156207983	3	0
p3	tumor	p3t	p3t2	bcFDZT	584	10.958904109589	NK cells resting	tNK cells	tNK1	True	-73.4739171126816	-629.265811953748	True	0.919299906697866	-927.617791826848	True	193.982591104503	940.545770128585	False	NA	NA	False	NA	NA	26069	133	1.00356407277947	-0.828185351887813	2.54928221622412	3	0
p3	tumor	p3t	p3t2	bcHLJO	896	12.0535714285714	NK cells resting	tNK cells	tNK1	True	-70.8089931591798	-668.056909773352	True	59.8613723727318	-910.789213056618	True	147.557121026491	946.712589084031	False	NA	NA	False	NA	NA	25261	134	1.00169042323464	-0.718935909072032	2.77066793361609	3	0
p3	tumor	p3t	p3t1	bcFQDW	1627	8.97357098955132	T cells CD8	tNK cells	tNK2	True	-166.04899562033	-473.276163798112	True	390.276469604281	-931.258087668385	True	472.464399925386	883.552880786431	False	NA	NA	False	NA	NA	23730	135	1.05340417967655	0.575680462321171	-2.73748908123072	1	1.70889264787658
p3	tumor	p3t	p3t1	bcFPKP	1468	14.7820163487738	T cells CD4 memory resting	tNK cells	tNK2	True	-140.373083402294	-393.116532095284	True	414.817777363119	-972.784610266326	True	512.41231825949	813.701213385474	False	NA	NA	False	NA	NA	23503	136	0.993023637062324	0.0954302825535627	-2.49191079219873	1	1.87490758531811
p3	tumor	p3t	p3t1	bcBYKS	1276	8.85579937304075	NK cells resting	tNK cells	tNK1	True	-80.7214763060591	-590.502794475322	True	235.07405137919	-882.350428387821	True	215.971159592873	874.554006929862	False	NA	NA	False	NA	NA	23443	137	1.1506057938221	-0.200287120739093	3.08020462909643	3	0
p3	tumor	p3t	p3t1	bcBAVY	1167	8.31191088260497	Eosinophils	tNK cells	tNK1	True	-42.5406125939219	-25.9271716582658	True	560.337802206723	-1351.15347438672	True	629.56329075267	625.004189488657	False	NA	NA	False	NA	NA	23219	138	0.941792978928281	0.150294450720677	-0.789280749168948	4	2.18219055902953
p3	tumor	p3t	p3t1	bcHAUZ	1994	11.3340020060181	T cells CD4 memory resting	tNK cells	tNK1	True	-117.575199431873	-282.516728383226	True	490.488123016426	-1168.23502210604	True	634.407028024439	684.814022773239	False	NA	NA	False	NA	NA	22833	139	0.9872919312764	0.234254626234898	-2.60466942867334	1	3.30589844886702
p3	tumor	p3t	p3t1	bcHFPQ	5095	8.63591756624141	T cells CD8	tNK cells	tNK1	True	-102.98967896549	-320.260181090251	True	357.670513736122	-1035.67910572639	True	479.719815662044	751.397888502311	False	NA	NA	False	NA	NA	22439	140	1.05424926860593	0.434086469611058	-2.92884979328211	1	0.785773431474424
p3	tumor	p3t	p3t1	bcGMRD	580	10	T cells follicular helper	tNK cells	tNK1	True	-82.0598175095898	-177.569554090657	True	419.053760583656	-1068.04714167081	True	700.539395508532	423.972005503122	False	NA	NA	False	NA	NA	22117	141	0.942092807486427	0.958725539645085	-0.41417580774124	4	0
p1	tumor	p1t	p1t4	bcANDK	1190	5.3781512605042	NK cells activated	tNK cells	tNK2	True	-136.348839100555	-360.312410371736	True	466.709917071231	-988.826898041438	True	575.905939686633	852.342668531556	False	NA	NA	False	NA	NA	15304	142	1.06940231762747	1.77993961950196	-1.55605874141748	4	2.02004368662014
p1	tumor	p1t	p1t3	bcHRDM	2651	6.22406639004149	NK cells activated	tNK cells	tNK1	True	-122.428923187881	-304.874070438673	True	428.2397647241	-1052.61178831785	True	592.11629908394	739.794376528276	False	NA	NA	False	NA	NA	12757	143	1.03511968446183	1.55650743623627	-1.53125391086634	4	1.64423544360897
p1	tumor	p1t	p1t2	bcAZGB	869	7.01956271576525	NK cells activated	tNK cells	tNK1	True	-63.6596187834571	-639.540160325164	True	140.891322650312	-933.398856407479	True	176.321673508829	949.841000621681	False	NA	NA	False	NA	NA	11207	144	1.02990111039214	0.624131289919743	3.70188822666113	3	1.6656901586814
p1	tumor	p1t	p1t2	bcBSDT	1315	9.88593155893536	T cells follicular helper	tNK cells	tNK1	True	-110.994541663422	-376.371772561923	True	480.986654688783	-1067.47085129402	True	538.066677971296	763.929170299116	False	NA	NA	False	NA	NA	11205	145	1.0052465450551	1.39486476560486	-0.771511412468509	4	1.97891498882695
p1	tumor	p1t	p1t2	bcFZVQ	576	6.25	NK cells activated	tNK cells	tNK1	True	-68.0723088380337	-636.882069261624	True	111.056320033666	-918.833653181028	True	196.616785823877	941.266302316847	False	NA	NA	False	NA	NA	10897	146	1.1027397988717	0.9700927414502	3.16657843509619	3	0
p1	tumor	p1t	p1t1	bcGRMU	1090	9.35779816513762	T cells CD8	tNK cells	tNK1	True	17.2301143012921	-188.270656136177	True	455.235799503604	-1226.02803147209	True	526.783065473174	662.481934255178	False	NA	NA	False	NA	NA	9064	147	1.05763156863938	0.159853784045109	0.142727815303251	2	3.23781424734498
p1	tumor	p1t	p1t1	bcFPVP	1092	8.51648351648352	T cells CD4 memory resting	tNK cells	tNK1	True	-100.3154611074	-458.095088052883	True	365.796436059356	-986.752009415629	True	407.102089671513	849.970134017953	False	NA	NA	False	NA	NA	9015	148	0.919955867649516	0.616877166231999	-1.36209580978449	4	2.7669784527359
p1	tumor	p1t	p1t1	bcFZRP	1331	4.88354620586026	T cells follicular helper	tNK cells	tNK1	True	-114.121121330492	-326.408016581668	True	441.334832399177	-1083.12818922592	True	473.545959360886	784.074969939554	False	NA	NA	False	NA	NA	8560	149	1.08943143177394	1.4091192164029	-1.10494939168985	4	0
p7	tumor	p7t	p7t1	bcGTJH	1281	10.9289617486339	NK cells resting	tNK cells	tNK1	True	-70.0513009839146	-609.905637834342	True	46.7683303122103	-926.999042285285	True	197.512080483465	937.192487512566	False	NA	NA	False	NA	NA	49290	150	1.08449263229923	-0.16597184757339	3.42910971561377	3	0
